,rank,name,vote
0,1,剑网3制作人郭炜炜,8437714
1,2,UziQAQ,3003434
2,3,一条小团团OvO,2592642
3,4,花少北,2570110
4,5,韦神_GODV,2417736
5,6,iG_TheShy,2380000
6,7,JackeyLoveasdzz,1593520
7,8,NV-Paraboy,1384228
8,9,厌世小孤影,514804
9,10,指法芬芳张大仙z,486492
10,11,WB_TS暖阳,443476
11,12,某幻今天拖更了没,424274
