,rank,name,vote
0,1,剑网3制作人郭炜炜,10511700
1,2,花少北,4244815
2,3,UziQAQ,4218877
3,4,一条小团团OvO,4070579
4,5,iG_TheShy,3759892
5,6,韦神_GODV,3750318
6,7,JackeyLoveasdzz,2350212
7,8,NV-Paraboy,2134807
8,9,厌世小孤影,862931
9,10,指法芬芳张大仙z,748805
10,11,WB_TS暖阳,663926
11,12,某幻今天拖更了没,661352
