,rank,name,vote
0,1,剑网3制作人郭炜炜,6914582
1,2,UziQAQ,2611362
2,3,一条小团团OvO,1875963
3,4,花少北,1498812
4,5,韦神_GODV,1489283
5,6,iG_TheShy,1450314
6,7,JackeyLoveasdzz,1103544
7,8,NV-Paraboy,1005828
8,9,厌世小孤影,339697
9,10,指法芬芳张大仙z,323922
10,11,WB_TS暖阳,292811
11,12,某幻今天拖更了没,269968
