,rank,name,vote
0,1,剑网3制作人郭炜炜,6936893
1,2,UziQAQ,2617966
2,3,一条小团团OvO,1880573
3,4,花少北,1513431
4,5,韦神_GODV,1505716
5,6,iG_TheShy,1464831
6,7,JackeyLoveasdzz,1117557
7,8,NV-Paraboy,1007475
8,9,厌世小孤影,344194
9,10,指法芬芳张大仙z,328311
10,11,WB_TS暖阳,297248
11,12,某幻今天拖更了没,274098
