,rank,name,vote
0,1,剑网3制作人郭炜炜,8610957
1,2,UziQAQ,3038060
2,3,一条小团团OvO,2729481
3,4,花少北,2703520
4,5,韦神_GODV,2520060
5,6,iG_TheShy,2485844
6,7,JackeyLoveasdzz,1689479
7,8,NV-Paraboy,1482254
8,9,厌世小孤影,549361
9,10,指法芬芳张大仙z,520471
10,11,WB_TS暖阳,472592
11,12,某幻今天拖更了没,455495
