,rank,name,vote
0,1,剑网3制作人郭炜炜,5943639
1,2,UziQAQ,2336849
2,3,一条小团团OvO,1496859
3,4,韦神_GODV,1155880
4,5,iG_TheShy,1123610
5,6,花少北,1112724
6,7,JackeyLoveasdzz,992464
7,8,NV-Paraboy,781975
8,9,厌世小孤影,257655
9,10,指法芬芳张大仙z,252174
10,11,WB_TS暖阳,221697
11,12,某幻今天拖更了没,200228
