,rank,name,vote
0,1,剑网3制作人郭炜炜,8737432
1,2,UziQAQ,3045535
2,3,一条小团团OvO,2855300
3,4,花少北,2828923
4,5,韦神_GODV,2639887
5,6,iG_TheShy,2608145
6,7,JackeyLoveasdzz,1710581
7,8,NV-Paraboy,1502075
8,9,厌世小孤影,555984
9,10,指法芬芳张大仙z,526771
10,11,WB_TS暖阳,478487
11,12,某幻今天拖更了没,461314
