,rank,name,vote
0,1,剑网3制作人郭炜炜,9967187
1,2,花少北,3769606
2,3,一条小团团OvO,3711027
3,4,UziQAQ,3538821
4,5,韦神_GODV,3415194
5,6,iG_TheShy,3403614
6,7,JackeyLoveasdzz,2142624
7,8,NV-Paraboy,1936669
8,9,厌世小孤影,761254
9,10,指法芬芳张大仙z,680826
10,11,WB_TS暖阳,605661
11,12,某幻今天拖更了没,600020
