,rank,name,vote
0,1,剑网3制作人郭炜炜,2079874
1,2,UziQAQ,896048
2,3,一条小团团OvO,411641
3,4,iG_TheShy,257871
4,5,韦神_GODV,232681
5,6,JackeyLoveasdzz,193325
6,7,花少北,191829
7,8,指法芬芳张大仙z,87646
8,9,NV-Paraboy,70223
9,10,厌世小孤影,65364
10,11,某幻今天拖更了没,56750
11,12,WB_TS暖阳,53611
