,rank,name,vote
0,1,剑网3制作人郭炜炜,7638354
1,2,UziQAQ,2852039
2,3,一条小团团OvO,2219177
3,4,花少北,1990828
4,5,韦神_GODV,1934604
5,6,iG_TheShy,1887166
6,7,JackeyLoveasdzz,1327408
7,8,NV-Paraboy,1229230
8,9,厌世小孤影,418239
9,10,指法芬芳张大仙z,396037
10,11,WB_TS暖阳,363588
11,12,某幻今天拖更了没,340377
