,rank,name,vote
0,1,剑网3制作人郭炜炜,10137178
1,2,花少北,3908134
2,3,一条小团团OvO,3842672
3,4,UziQAQ,3706775
4,5,韦神_GODV,3605107
5,6,iG_TheShy,3593026
6,7,JackeyLoveasdzz,2223838
7,8,NV-Paraboy,2013792
8,9,厌世小孤影,799784
9,10,指法芬芳张大仙z,706418
10,11,WB_TS暖阳,629063
11,12,某幻今天拖更了没,623730
