,rank,name,vote
0,1,剑网3制作人郭炜炜,10613374
1,2,UziQAQ,4361513
2,3,花少北,4336655
3,4,一条小团团OvO,4110877
4,5,iG_TheShy,3780336
5,6,韦神_GODV,3763128
6,7,JackeyLoveasdzz,2375416
7,8,NV-Paraboy,2158095
8,9,厌世小孤影,875627
9,10,指法芬芳张大仙z,758417
10,11,WB_TS暖阳,670956
11,12,某幻今天拖更了没,668867
