,rank,name,vote
0,1,剑网3制作人郭炜炜,8935750
1,2,UziQAQ,3090333
2,3,一条小团团OvO,2926492
3,4,花少北,2902579
4,5,韦神_GODV,2721719
5,6,iG_TheShy,2694539
6,7,JackeyLoveasdzz,1787213
7,8,NV-Paraboy,1581683
8,9,厌世小孤影,585665
9,10,指法芬芳张大仙z,555146
10,11,WB_TS暖阳,502532
11,12,某幻今天拖更了没,487637
