,rank,name,vote
0,1,剑网3制作人郭炜炜,7815207
1,2,UziQAQ,2891265
2,3,一条小团团OvO,2261350
3,4,花少北,2070328
4,5,韦神_GODV,1994028
5,6,iG_TheShy,1947774
6,7,JackeyLoveasdzz,1381617
7,8,NV-Paraboy,1262420
8,9,厌世小孤影,440311
9,10,指法芬芳张大仙z,415954
10,11,WB_TS暖阳,380727
11,12,某幻今天拖更了没,357641
