,rank,name,vote
0,1,剑网3制作人郭炜炜,5875643
1,2,UziQAQ,2319110
2,3,一条小团团OvO,1481109
3,4,韦神_GODV,1144910
4,5,iG_TheShy,1115566
5,6,花少北,1102575
6,7,JackeyLoveasdzz,987149
7,8,NV-Paraboy,760772
8,9,厌世小孤影,247868
9,10,指法芬芳张大仙z,243059
10,11,WB_TS暖阳,212112
11,12,某幻今天拖更了没,190270
