,rank,name,vote
0,1,剑网3制作人郭炜炜,2267608
1,2,UziQAQ,983863
2,3,一条小团团OvO,440983
3,4,iG_TheShy,273993
4,5,韦神_GODV,249521
5,6,花少北,208730
6,7,JackeyLoveasdzz,205090
7,8,指法芬芳张大仙z,93109
8,9,NV-Paraboy,76003
9,10,厌世小孤影,69541
10,11,某幻今天拖更了没,61488
11,12,WB_TS暖阳,60950
