,rank,name,vote
0,1,剑网3制作人郭炜炜,4035290
1,2,UziQAQ,1615444
2,3,一条小团团OvO,883313
3,4,韦神_GODV,630314
4,5,iG_TheShy,621571
5,6,花少北,572713
6,7,JackeyLoveasdzz,527394
7,8,NV-Paraboy,352881
8,9,指法芬芳张大仙z,136924
9,10,厌世小孤影,123740
10,11,WB_TS暖阳,102326
11,12,某幻今天拖更了没,101342
