,rank,name,vote
0,1,剑网3制作人郭炜炜,6663727
1,2,UziQAQ,2559534
2,3,一条小团团OvO,1821011
3,4,韦神_GODV,1421035
4,5,花少北,1418115
5,6,iG_TheShy,1383789
6,7,JackeyLoveasdzz,1044483
7,8,NV-Paraboy,987384
8,9,厌世小孤影,314630
9,10,指法芬芳张大仙z,303022
10,11,WB_TS暖阳,271664
11,12,某幻今天拖更了没,251693
