,rank,name,vote
0,1,剑网3制作人郭炜炜,8226684
1,2,UziQAQ,2974981
2,3,一条小团团OvO,2456260
3,4,花少北,2381700
4,5,韦神_GODV,2261925
5,6,iG_TheShy,2221961
6,7,JackeyLoveasdzz,1540945
7,8,NV-Paraboy,1353140
8,9,厌世小孤影,496145
9,10,指法芬芳张大仙z,467893
10,11,WB_TS暖阳,428305
11,12,某幻今天拖更了没,406743
