,rank,name,vote
0,1,剑网3制作人郭炜炜,6622231
1,2,UziQAQ,2550122
2,3,一条小团团OvO,1807925
3,4,韦神_GODV,1415388
4,5,花少北,1401629
5,6,iG_TheShy,1378043
6,7,JackeyLoveasdzz,1039244
7,8,NV-Paraboy,982081
8,9,厌世小孤影,311322
9,10,指法芬芳张大仙z,301072
10,11,WB_TS暖阳,270193
11,12,某幻今天拖更了没,248962
