,rank,name,vote
0,1,剑网3制作人郭炜炜,8589433
1,2,UziQAQ,3032962
2,3,一条小团团OvO,2702204
3,4,花少北,2677209
4,5,韦神_GODV,2498501
5,6,iG_TheShy,2463843
6,7,JackeyLoveasdzz,1668496
7,8,NV-Paraboy,1460751
8,9,厌世小孤影,542204
9,10,指法芬芳张大仙z,513179
10,11,WB_TS暖阳,466222
11,12,某幻今天拖更了没,449046
