,rank,name,vote
0,1,剑网3制作人郭炜炜,9326314
1,2,UziQAQ,3261519
2,3,一条小团团OvO,3231764
3,4,花少北,3205516
4,5,韦神_GODV,3003685
5,6,iG_TheShy,2983051
6,7,JackeyLoveasdzz,1953477
7,8,NV-Paraboy,1748404
8,9,厌世小孤影,662105
9,10,指法芬芳张大仙z,613348
10,11,WB_TS暖阳,551491
11,12,某幻今天拖更了没,539731
