,rank,name,vote
0,1,剑网3制作人郭炜炜,3549038
1,2,UziQAQ,1426295
2,3,一条小团团OvO,716998
3,4,iG_TheShy,487198
4,5,韦神_GODV,475418
5,6,花少北,424748
6,7,JackeyLoveasdzz,397706
7,8,NV-Paraboy,232372
8,9,指法芬芳张大仙z,124327
9,10,厌世小孤影,109538
10,11,WB_TS暖阳,92298
11,12,某幻今天拖更了没,90484
