,rank,name,vote
0,1,肖战,22334635
1,2,时代少年团,19401907
2,3,王一博,17217907
3,4,李现,16226432
4,5,王俊凯,10014419
5,6,易烊千玺,9747162
6,7,华晨宇,7319695
