,rank,name,vote
0,1,肖战,39554925
1,2,时代少年团,36669043
2,3,王一博,33322402
3,4,李现,32182550
4,5,王俊凯,25993023
5,6,易烊千玺,23043832
6,7,华晨宇,20561315
