,rank,name,vote
0,1,肖战,11299990
1,2,时代少年团,4937458
2,3,王一博,4235847
3,4,李现,2659011
4,5,易烊千玺,2614001
5,6,蔡徐坤,1752653
6,7,王俊凯,1671309
