,rank,name,vote
0,1,肖战,40905072
1,2,时代少年团,38343992
2,3,王一博,35042638
3,4,李现,33754864
4,5,王俊凯,27480770
5,6,易烊千玺,24162578
6,7,华晨宇,21642581
