,rank,name,vote
0,1,肖战,17456842
1,2,时代少年团,13426128
2,3,王一博,11097153
3,4,李现,9339739
4,5,易烊千玺,6036132
5,6,王俊凯,5468451
6,7,华晨宇,4072854
