,rank,name,vote
0,1,肖战,37199109
1,2,时代少年团,34782082
2,3,王一博,31487591
3,4,李现,30449359
4,5,王俊凯,24551083
5,6,易烊千玺,21871991
6,7,华晨宇,19441740
