,rank,name,vote
0,1,肖战,17150528
1,2,时代少年团,12972027
2,3,王一博,10714185
3,4,李现,8903002
4,5,易烊千玺,5936552
5,6,王俊凯,5207217
6,7,华晨宇,3813564
