,rank,name,vote
0,1,肖战,12769987
1,2,时代少年团,6897091
2,3,王一博,6185542
3,4,李现,4184652
4,5,易烊千玺,4014897
5,6,王俊凯,2756627
6,7,蔡徐坤,2249302
