,rank,name,vote
0,1,肖战,15086898
1,2,时代少年团,10626605
2,3,王一博,8889086
3,4,李现,6858887
4,5,易烊千玺,5179638
5,6,王俊凯,4551160
6,7,华晨宇,3200162
