,rank,name,vote
0,1,肖战,10378876
1,2,时代少年团,4231278
2,3,王一博,3605032
3,4,李现,2260084
4,5,易烊千玺,2183833
5,6,蔡徐坤,1548638
6,7,王俊凯,1436836
