,rank,name,vote
0,1,肖战,26103439
1,2,时代少年团,23782691
2,3,王一博,21616345
3,4,李现,20346625
4,5,王俊凯,14606083
5,6,易烊千玺,13248322
6,7,华晨宇,10250934
