,rank,name,vote
0,1,肖战,37009032
1,2,时代少年团,34671258
2,3,王一博,31303547
3,4,李现,30283597
4,5,王俊凯,24385139
5,6,易烊千玺,21755190
6,7,华晨宇,19327928
