,rank,name,vote
0,1,肖战,43961394
1,2,时代少年团,41077061
2,3,王一博,39074291
3,4,李现,36396177
4,5,王俊凯,29581086
5,6,易烊千玺,25915538
6,7,华晨宇,23277911
