,rank,name,vote
0,1,肖战,35307198
1,2,时代少年团,33215992
2,3,王一博,30385562
3,4,李现,29238220
4,5,王俊凯,23646603
5,6,易烊千玺,21144972
6,7,华晨宇,18775812
