,rank,name,vote
0,1,肖战,21271527
1,2,时代少年团,18362140
2,3,王一博,16283313
3,4,李现,15162831
4,5,王俊凯,9282456
5,6,易烊千玺,9202556
6,7,华晨宇,6826656
