,rank,name,vote
0,1,肖战,40621543
1,2,时代少年团,38058833
2,3,王一博,34912046
3,4,李现,33660720
4,5,王俊凯,27426385
5,6,易烊千玺,24099667
6,7,华晨宇,21592947
