,rank,name,vote
0,1,肖战,14229382
1,2,时代少年团,9633720
2,3,王一博,8411392
3,4,李现,5763052
4,5,易烊千玺,4696789
5,6,王俊凯,4019928
6,7,张艺兴,2855639
