,rank,name,vote
0,1,肖战,8034111
1,2,王一博,2476830
2,3,时代少年团,2335594
3,4,易烊千玺,1514947
4,5,李现,1371594
5,6,蔡徐坤,910837
6,7,王俊凯,887134
