,rank,name,vote
0,1,肖战,35732831
1,2,时代少年团,33823171
2,3,王一博,30588497
3,4,李现,29443768
4,5,王俊凯,23773485
5,6,易烊千玺,21267699
6,7,华晨宇,18869554
