,rank,name,vote
0,1,肖战,17923359
1,2,时代少年团,14060898
2,3,王一博,12020456
3,4,李现,10341349
4,5,易烊千玺,6262514
5,6,王俊凯,5965389
6,7,华晨宇,4528703
