,rank,name,vote
0,1,肖战,14876152
1,2,时代少年团,10375364
2,3,王一博,8736172
3,4,李现,6530075
4,5,易烊千玺,5077018
5,6,王俊凯,4343057
6,7,华晨宇,3034723
