,rank,name,vote
0,1,肖战,15905880
1,2,时代少年团,11543922
2,3,王一博,9288397
3,4,李现,7352146
4,5,易烊千玺,5467150
5,6,王俊凯,4773105
6,7,华晨宇,3422890
