,rank,name,vote
0,1,肖战,44535166
1,2,时代少年团,41678158
2,3,王一博,40064830
3,4,李现,37169088
4,5,王俊凯,30061345
5,6,易烊千玺,26825484
6,7,华晨宇,23908210
