,rank,name,vote
0,1,肖战,9045431
1,2,时代少年团,3267111
2,3,王一博,2947168
3,4,易烊千玺,1826165
4,5,李现,1781173
5,6,蔡徐坤,1177422
6,7,王俊凯,1135074
