,rank,name,vote
0,1,肖战,27578193
1,2,时代少年团,24506204
2,3,王一博,22947762
3,4,李现,20917559
4,5,王俊凯,15850638
5,6,易烊千玺,14506358
6,7,蔡徐坤,11497487
