,rank,name,vote
0,1,肖战,11962544
1,2,时代少年团,5573188
2,3,王一博,4650901
3,4,李现,3040479
4,5,易烊千玺,2907148
5,6,蔡徐坤,1924387
6,7,王俊凯,1860111
