,rank,name,vote
0,1,肖战,15387773
1,2,时代少年团,11006518
2,3,王一博,9038499
3,4,李现,7031179
4,5,易烊千玺,5288500
5,6,王俊凯,4646687
6,7,华晨宇,3290032
