,rank,name,vote
0,1,肖战,42819394
1,2,时代少年团,40274240
2,3,王一博,37394195
3,4,李现,35798898
4,5,王俊凯,29222844
5,6,易烊千玺,25511435
6,7,华晨宇,22953778
