,rank,name,vote
0,1,肖战,25869388
1,2,时代少年团,23433138
2,3,王一博,21149915
3,4,李现,20153984
4,5,王俊凯,14185587
5,6,易烊千玺,12829462
6,7,华晨宇,9837445
