,rank,name,vote
0,1,肖战,11219738
1,2,时代少年团,4866429
2,3,王一博,4165455
3,4,李现,2605141
4,5,易烊千玺,2564523
5,6,蔡徐坤,1733114
6,7,王俊凯,1645578
