,rank,name,vote
0,1,肖战,31237788
1,2,时代少年团,28567663
2,3,王一博,27319194
3,4,李现,25230622
4,5,王俊凯,19778539
5,6,易烊千玺,18246852
6,7,华晨宇,15568739
