,rank,name,vote
0,1,肖战,29049675
1,2,时代少年团,26112822
2,3,王一博,24493687
3,4,李现,22648807
4,5,王俊凯,17213421
5,6,易烊千玺,15813413
6,7,华晨宇,12769056
