,rank,name,vote
0,1,肖战,8094250
1,2,王一博,2514188
2,3,时代少年团,2392428
3,4,易烊千玺,1535335
4,5,李现,1390472
5,6,蔡徐坤,924624
6,7,王俊凯,900277
