,rank,name,vote
0,1,肖战,38429090
1,2,时代少年团,35773401
2,3,王一博,32635839
3,4,李现,31503778
4,5,王俊凯,25590060
5,6,易烊千玺,22647955
6,7,华晨宇,20200667
