,rank,name,vote
0,1,肖战,38693927
1,2,时代少年团,36079272
2,3,王一博,32770190
3,4,李现,31607526
4,5,王俊凯,25643469
5,6,易烊千玺,22716009
6,7,华晨宇,20253887
