,rank,name,vote
0,1,肖战,38370128
1,2,时代少年团,35679700
2,3,王一博,32606044
3,4,李现,31470003
4,5,王俊凯,25568396
5,6,易烊千玺,22629114
6,7,华晨宇,20184803
