,rank,name,vote
0,1,肖战,16706622
1,2,时代少年团,12508550
2,3,王一博,10395223
3,4,李现,8547931
4,5,易烊千玺,5793297
5,6,王俊凯,5099211
6,7,华晨宇,3703601
