,rank,name,vote
0,1,肖战,8896889
1,2,时代少年团,3165608
2,3,王一博,2868155
3,4,易烊千玺,1786908
4,5,李现,1726298
5,6,蔡徐坤,1141702
6,7,王俊凯,1102088
