,rank,name,vote
0,1,肖战,7848667
1,2,王一博,2372281
2,3,时代少年团,2144372
3,4,易烊千玺,1444086
4,5,李现,1303888
5,6,蔡徐坤,841922
6,7,王俊凯,826974
