,rank,name,vote
0,1,肖战,7578097
1,2,王一博,2252118
2,3,时代少年团,1986139
3,4,易烊千玺,1358593
4,5,李现,1209279
5,6,王俊凯,751193
6,7,蔡徐坤,735044
