,rank,name,vote
0,1,肖战,20547795
1,2,时代少年团,17324051
2,3,王一博,15505822
3,4,李现,14199524
4,5,易烊千玺,8666227
5,6,王俊凯,8529239
6,7,华晨宇,6344247
